试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现
"英语专业四级","词汇与语法","Multiple Choice","选择题","Investigators agreed that passengers on the airliner ________ at the very moment of the crash.","should have died_|_must be dying_|_must have died_|_ought to die,2","情态动词must表示推测。should have done表示过去应该做而未做；must be dying表示一定正在做；must have done表示一定做过了；ought to do表示现在应该做。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","While being questioned on the court, the man denied ________ the old lady's necklace.","having taken_|_taking_|_to have taken_|_to take,0","deny 后需接动名词，由于动作是过去发生的，所以选动名词的完成式。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ their work will give us a much better feel for the wide differences between the two schools of thought.","To have reviewed_|_Having reviewed_|_Reviewing_|_Being reviewed,2","动名词做主语表示一件事或状态，其他选项不符合题意。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","She put an extra blanket over the baby for fear that ________.","he catches a cold_|_he should catch a cold_|_he caught a cold_|_he be catching a cold,1","for fear that后接虚拟语气，（should ）+ 动词原形。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","How is it ________ your roommate's request?","if_|_so_|_what_|_that,3","本句是个强调句型，当强调how方式状语时，应用that连接。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","In my opinion, he's ________ the most imaginative of all the contemporary poets.","in all_|_at best_|_for all_|_by far,3","in all：总共（表示数量）；at best：最多（表示程度）；for all：尽管都（表示让步）；by far 用来修饰最高级，起加强语气的作用。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","We left the meeting, there obviously ________ no point in staying.","were_|_being_|_to be_|_having,1","there be句型的分词独立主格形式表示时间、条件或伴随状语。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Dr. Park was accused ________ the patient with overdose of sleeping pills so that the patient's life was terminated before the expected time.","of providing_|_with providing_|_to have provided_|_to provide,0","固定结构be accused of ，意为“被指控犯……罪”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","What a lovely party! It's worth ________ all my life","remembering_|_to remember_|_to be remembered_|_being remembered,0","固定结构be worth doing sth. 值得做某事。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Who would you rather ________ with you, George or me?","going_|_to go_|_have gone_|_went,3","would rather/would sooner/would just as soon等后接that 从句，从句要使用虚拟语气表示希望或婉转的责备，动词用过去式或者过去完成式。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","We will be losing money this year unless that new economic plan of yours ________ miracle.","is working_|_works_|_will be working_|_worked,1","unless引导条件状语从句，用一般现在时表示将来。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The owner and editor of the newspaper ________ the conference.","were attending_|_were to attend_|_is to attend_|_are to attend,2","用一个冠词修饰的两个名词指的是同一个人，故谓语动词应该用单数。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","It is through learning that the individual ________ many habitual ways of reacting to situations.","retains_|_gains_|_achieves_|_acquires,3","retain：保持，保留；gain：获得，赢得；achieve：（通过努力勇气）获得，达到；acquire：（靠自己努力而）获得，得到。从句意得知选D。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Generally, it is only when animals are trapped that they ________ to violence in order to escape.","proceed_|_appeal_|_resort_|_incline,2","resort to：求助于，诉诸于；proceed：继续进行；appeal to：呼吁，申诉；incline to：使心想，使倾向。从句意可知本题选C。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Mary once ________ with another musician to compose a piece of pop music.","merged_|_collaborated_|_coincided_|_constituted,1","merge into：融入；collaborate：合著，合作；coincide：相符，相一致；constitute：构成，组成。从句意可知本题选B。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","During their fist teacher training year, the students often visited local schools for the ________ of lessons.","observation_|_investigation_|_inspection_|_examination,2","observation：观察，注意；investigation：调查，搜查，研究；inspection：检查，视察；inspection of lessons：听课；examination：测试，考试。从句意可知本题选C。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He attends to the ________ of important business himself.","transaction_|_transition_|_transmission_|_transformation,0","transaction：处理，办理，交易；transition：转移，变迁；transmission：传播，传递；transformation：转化，转变。从句意可知本题选A。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Out of ________ revenge, he did his worst to blacken her character and ruin her reputation.","perfect_|_total_|_sheer_|_integral,2","perfect：完美的；total：完全的，全部的；sheer：纯粹的，绝对的；integral：完整的，整个的。从句意可知本题选C。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","A most ________ argument about who should go and fetch the bread from the kitchen was going on when I came in.","trivial_|_delicate_|_minor_|_miniature,0","trivial：微不足道的；delicate：纤弱的，优美精致的；minor：较小的；miniature：小型的，缩小的。从句意可知本题选A。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Do you have any ________ about what living beings on other planets would be like?","ideal_|_comprehension_|_notion_|_intelligence,2","notion：想法，概念；ideal：理想；comprehension：理解；intelligence:智力，脑力。从句意可知本题选C。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","We rarely perceive more than a minute ________ of the sights and sounds that fall upon our sense organs; the great majority pass us by.","fiction_|_function_|_fraction_|_friction,2","fiction：小说；function：功能，作用；fraction：小部分；friction：摩擦。从句意可知本题选C。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","For many patients, institutional care is the most ________ and beneficial form of care.","persistent_|_appropriate_|_thoughtful_|_sufficient,1","persistent：坚持不断的；appropriate：合适的；thoughtful：沉思的，考虑周到的；sufficient：充分的，足够的。从句意可知本题选B。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","It's pleasure for him to ________ his energy and even his life to research work.","dedicate_|_dictate_|_decorate_|_direct,0","dedicate to：致力献身于……；dictate：听写，口述；decorate：装饰，布置；direct：指引，引导。从句意可知本题选A。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","They are well ________ with each other since they once studied in the same university.","identified_|_recognized_|_acknowledged_|_acquainted,3","identify：鉴定，辨别；recognize：认识，意识到；acknowledge：承认，答谢；acquaint：熟悉； be acquainted with sb. 表示与某人见过面、熟识。从句意可知本题选D。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","There is a ________ difference in meaning between the words ""surroundings"" and ""environment"".","gentle_|_subtle_|_feeble_|_humble,1","gentle：温柔的；subtle：微妙的；feeble：虚弱的；humble：卑微的，谦虚的。从句意可知本题选B。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Advertising media like direct mail, radio, television and newspapers ________ to increase the sales of industrial products.","have been used_|_will be used_|_is being used_|_has been used,0","根据句意，用完成时的被动语态。句中主语media是medium的复数形式，谓语动词也用复数形式。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Such ________ the case, there are no grounds to justify your complaints.","was_|_is_|_is being_|_being,3","独立主格结构，在句子中作条件状语，其中such为代词。no grounds意为“没有根据，没有理由”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Humble ________ it may be, there's no place like home, ________ he may go.","like, when_|_as, wherever_|_although, where_|_which, wherever,1","as引导让步状语从句时从句需用倒装，置于as之前的可以是名词、形容词、副词、动词或动词短语。Wherever引导地点状语从句，表示“无论什么地方”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He still remembered one morning five years ago ________ she came to his house and encouraged him to overcome difficulties.","which_|_that_|_before_|_when,3","此定语从句的先行词one morning和其定语从句when she came to...中间插入了状语成分five years ago。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The rising crime rate is ________ major concern of ________ society.","the, the_|_a, /_|_a, the_|_/, the,1","concern意为“关心的事情”，是可数名词，在句中没有特指之意，不需要定冠词；society表示抽象的整体概念，前面一般不用冠词。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","John's score on the test is the highest in the class; he ________ last night.","must study_|_should have studied_|_must have studied_|_is sure to study,2","must have done表示对过去行为的肯定推测；must study表示对现在的肯定的推测；should have studied表示本来应该做某事而没有做；be sure to do something意为“务必要做某事”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Once ________, this power station will supply all the neighboring towns and villages with electricity.","it being completed_|_it completed_|_completed_|_it completes,2","once在这里是连词，意为“一旦……就……”，后面省略了it is。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I understand ________ preparation that staff must put in under pressure to meet the deadline.","more than the enormous amount of_|_better than most the enormous number of_|_better than most the enormous amount of_|_fewer than the number of,2","understand better than most意为“比大多数人更理解”；preparation是不可数名词，需用amount修饰。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","We are ________ with these experienced technicians.","too pleased to work_|_too pleased working_|_only too pleased to work_|_only too pleased working,2","only too意为“很，非常，十分”，用法为only too + 形容词或过去分词 + 带to的不定式，表示“非常……做某事”。 too...to...表示“太……以至于不能……”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Our civilization cannot be thought of as ________ in a short period of time.","to have been created_|_to be created_|_having been created_|_being created,2","as在句中是介词，后面应接名词，代词或相当于名词的短语、从句等, 且create这一动作发生在主句动作之前，因此应使用完成时态。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I'd just as soon you _____ these important documents with you now.","don't take_|_didn't take_|_hadn't taken_|_were not taking,1","would (just) as soon意为“宁愿……”，后接省略that的宾语从句，从句中的谓语动词用虚拟语气。本句表示与现在事实相反，因此用一般过去时。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ the two, Tom is ________ boy.","Of, more intelligent_|_In, more intelligent_|_Of, the more intelligent_|_In, the more intelligent,2","the +比较级+ of the two 表示两者之间的比较。表示三者或三者以上的比较，应使用最高级。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","A hibernating animal needs hardly any food all through the winter, ________?","need it_|_needn't it_|_does it_|_doesn't it,2","主句中有否定副词hardly，附加疑问句应该为肯定结构。另外，主句中的谓语动词need是实义动词而不是情态动词。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","During our stay in London, we paid a visit to the hospital founded _______ the nurse Florence Nightingale.","in line with_|_in honor of_|_in favor of_|_in place of,1","in honor of 意为“为纪念……”； in line with意为“与……相符，与……一致”； in favor of意为“赞成，支持”； in place of意为“取代，代替”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The republication of the novelist's most recent works will certainly ________ his national reputation.","magnify_|_enlarge_|_strengthen_|_enhance,3","enhance意为“提高；增加（价值、吸引力、力量、价值等）”；magnify意为“放大；扩大；夸大”；enlarge意为“（使）扩大；（使）增大”；strengthen意为“加强，巩固”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The girl was so _______ by the mighty river that she would spend hours sitting on its bank and gazing at the boats and rafts going and coming.","absorbed_|_fascinated_|_moved_|_touched,1","fascinate意为“使……着迷，使……感兴趣”，常用be fascinated by；absorb意为“吸引（某人），使全神贯注”，常用be absorbed in；move和touch的意为“使感动”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","An increasing proportion of our population, unable to live without advanced medical ________, will become progressively more reliant on expensive technology.","interference_|_interruption_|_intervention_|_interaction,2","intervention意为“干涉，阻挠”，强调通过干涉以阻止或改变某种结果发生；interference意为“妨碍；干扰”；interruption意为“（某人的讲话）打断,（被中断）的行动”；interaction意为“互动；相互影响”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","You should ________ your room now and then to keep it supplied with fresh air.","ventilate_|_versatile_|_verify_|_versify,0","ventilate意为“使通风，使空气流通”；versatile意为“多才多艺的；有多种功能的”；verify意为“查证；核实”；versify意为“写成诗；改写成韵文”。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","According to official statistics, retail sales in China rose 10% and 12% in the first and the second quarter ________ this year.","accordingly_|_correspondingly_|_respectively_|_individually
,2","respectively意为“分别地；各自地”； accordingly意为“从而，因此；相应地”； correspondingly意为“相应地”；individually意为“个别地，逐一地”。

","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","My pain must have been apparent ________ I walked into the room, for the first man I met asked sympathetically: ""Are you feeling all right?""","the moment_|_whole time_|_by time_|_the minutes,0","the moment可以直接引导时间状语从句，其作用相当于一个连词，表示“一……就……”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Whatever the causes, English at the end of 21st century is more widely spoken and written than any other language________.","ever was    _|_has ever been   _|_had ever been    _|_would ever be,1","ever一般与完成时连用，主句的时态为一般现在时，根据一致原则，从句的时态只能是现在完成时。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","If I had taken my umbrella with me when I went to work this morning, I ________ wet now.","will not be   _|_will not have been   _|_would not be   _|_would not have be,2","本句是一个错综时间条件句，条件从句表示的动作和主句表示的动作所发生的时间是不一致的， 从句动作表示与过去相反，主句动作表示与现在相反。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","An old friend from Shanghai, ________ I was expecting to stay with me, telephoned from the airport. ","that  _|_which _|_whom     _|_who,2","whom引导非限制性定语从句，并在从句中担当宾语成分，符合题意。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题"," To the best of my knowledge, the climate in this area is better year round ________.","than any other area    _|_than other areas   
_|_than in any other area             _|_than is any other area,2","在比较级的句子中，所比较的对象须在同一范围内。本句中比较的是the climate，第二个climate后面由于有in any other area，习惯上省略。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","No agreement was reached in the discussion as neither side would give way to ________.","Another    _|_the other    _|_any other    _|_other,1","the other表示“两个中的另一个”； another表示“再来一个，有一个”， any other表示“其他任何一个”，other是形容词。  ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ has been known for about a hundred years, its commercial development has taken place since the beginning of the century.","Which   _|_While_|_That   _|_As,3","as 引导非限制定语从句，表达整个主句的意思，as在从句中作主语。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The drill has been designed so ________ through the earth to a depth of 35,000 feet. ","to bore   _|_that it will bore   _|_as it bore   _|_boring,1","so that...引导目的状语从句，相当于so as to bore或in order to bore.","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Sharon was supposed to be here at 10 o'clock. She ________ about our meeting.","would have forgotten  _|_should have forgotten   
_|_ought to have forgotten        _|_must have forgotten,3","must have done表示从现在的角度对过去情况进行肯定的推测。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This may have preserved the elephant from being wiped out as well as other animals ________ in Africa.","hunted     _|_hunting    _|_that hunted    _|_are hunted,0","other animals是被猎杀的对象，须选择被动态。另外，as well as连接两个对等成分，此处完整结构应为：the elephant from being wiped out as well as other animals from being hunted in Africa。from being因与前文重复可以省略。  ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","One score more, ________ we could have won the last game.","but_|_so_|_and_|_or,2","祈使句 + and + 主谓结构（常为虚拟式）= if从句 + 主句。有时，祈使句也可以用一个名词短语代替，相当于：If we had got one more score, we would have won the last game。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This computer is up-to-date ________ a few shortcomings here and there.","except_|_except for    _|_except that     _|_but,1","except for可以用来指所排除的人或事物不是整体的一部分或者不与整体属于一类，而是整体的一个例外；except和but通常指所排除的人或事物是整体的一部分，或者与整体属于一类。except that后须跟从句。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","That was not the first time he ________ us. I think it's high time we ________ strong actions against him. ","betrayed…take    _|_had betrayed…took   _|_has betrayed…took  _|_has betrayed…take,1","在it is / was the first / second time 结构中，谓语动词应采用完成时态；在it's high / about time 结构中，谓语动词应采用过去式，表示“早该做某事了”。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Not only the actor but also his friends ________ that the critics did not give the movie a fair chance.","feel _|_feels   _|_are feeling    _|_were feeling,3","not only...but also连接的并列主语，其主谓一致性通常根据就近一致原则处理。另外，从句使用一般过去时态，为保持一致，主句也该使用过去时态。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","In no case ________ on with folded arms.","they won't look      _|_they will look   _|_must they look   _|_will they look,3","in no case为表示否定的介词短语，放在句首主谓需要用倒装。另外，情态动词must表示“必须，一定”，与句意不符。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Foreign disinvestments and the ________ of South Africa from world capital markets after 1985 further weakened its economy.","exception  _|_exclusion_|_displacement_|_elimination,1","exclusion意为“把……排除在外”； elimination意为“消灭”；displacement意为“取代；转移；置换”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","In order to raise money, Aunt Nicola had to ________ with some of her most treasured possessions.","divide_|_separate  _|_part  _|_abandon,2","part with 放弃，卖掉。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","My little sister would ________ an excellent teacher.","compose _|_form   _|_make_|_assemble,2","make表示“成为”，相当于be或become； assemble 意为“聚集；组装”；compose意为“组成；创作； (使)安定”； form 意为“形成；构成”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Everyone would go into the hall for assembly and then afterwards we'd go to our ________ classes.","respectable     _|_respectful  _|_respective    _|_respecting,2","respective意为“分别的，各自的”；respectable意为“可敬的； 有名望的”；respectful意为“尊重人的； 有礼貌的”； respecting作介词用时，表示“关系到，说到”。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I've ________ a list of candidates that I'd like to interview.","drawn on   _|_drawn back   _|_drawn out   _|_drawn up,3","draw up意为“草拟”。draw on 意为“利用，动用； 临近”；draw back意为“拉起； 退却； 缩回”； draw out意为“抽出； 拉长”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He is in some ways ________ and in some ways rather childish.","fashionable _|_silly      _|_emotional _|_mature,3","mature意为“成熟的”，与childish意思相反，形成对比，符合句意；fashionable意为“时髦的”；emotional意为“易动感情的”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He spoke so ________ that even his opponents were won over by his arguments.","bluntly    _|_convincingly _|_emphatically_|_determinedly,1","convincingly意为“有说服力地，令人信服地”；bluntly意为“直率地”；emphatically意为“强调地；断然地”；determinedly意为“坚决地”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The worker was ________ with indignation.","quiet_|_silent_|_mute_|_speechless,3","speechless意为“（因为气愤，震惊，意外等而）说不出话”。quiet意为“安静的；（人）寡言少语”；silent意为“寂静的； 沉默的； 无声的”；mute意为“哑的；无声的；无语的”。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The ________ of a cultural phenomenon is usually a logical consequence of some physical aspect in the life style of the people.","implementation  _|_demonstration_|_manifestation_|_expedition,2","manifestation意为“显现；表现”；implementation意为“履行；推行”；demonstration意为“示范；解释”；expedition意为“旅行；远征""。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","They were finally ________ with each other, after not speaking for nearly five years.","reconciled_|_identified  _|_adjusted_|_coincided,0","reconcile意为“使和解； 使和谐；使顺从”，常与介词with 搭配；identify意为“识别，鉴别； 把……和……看成一样”，与介词with搭配时表示“认同，有同感”；adjust意为“调整，校准”，常与介词to搭配；coincide意为“一致； 符合”，与介词with搭配表示“与……同时；与……相符”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","After more than thirty years, the United States and China have begun to ________ their relations.","economize     _|_normalize _|_decentralize    _|_standardize,1","normalize意为“使正常化”。economize意为“使节约”；decentralize意为“使分散”；standardize意为“使标准化”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He had read widely but seldom thought deeply, so his apparent learning is really quite ________.","superior     _|_superficial_|_superfluous _|_supernatural,1","superficial意为“表面的，肤浅的”；superior意为“优越的；高傲的”；superfluous意为“过剩的，多余的”；supernatural意为“超自然的”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Few people ________ any hope of finding more survivors.  ","hold out     _|_hold to    _|_hold on   _|_hold off,0","hold out hope意为“给予希望，抱有希望”。 hold to意为“坚持； 紧握”；hold on意为“坚持； 不挂断电话”；hold off意为“不接近；拖延”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Urban congestion would be greatly relieved if only the ________ charged on public transport were more reasonable.","price   _|_tickets_|_fees   _|_fares,3","fare意为“车费”；price意为“价格”，ticket意为“（车，船，飞机等的）票”，fee意为“（服务）小费”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","For the success of the project, the company should ________ the most of the opportunities at hand.","obtain_|_grasp  _|_catch_|_make,3","make the most of意为“尽量利用；充分利用”，为固定搭配。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","When he leaves the company next year he ________ for this company for thirty years.","will have worked_|_will work   _|_have worked   _|_shall be working,0","将来完成时由shall / will + have +动词的过去分词组成，表示在将来的某个时间已经发生的事情。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","It is strange that such a thing ________ in your university.","will happen_|_happens_|_happened _|_should happen,3","It is important / necessary / natural / strange等结构的主语从句，谓语动词要用虚拟语气，形式为动词原形或should +动词原形。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The tree, the branches ________ are almost bare, is a very old one.","whose_|_in which_|_of which    _|_which,2","关系代词which指代先行词the tree，树枝和树为所属关系，用介词of。the branches of which可以用whose branches代替。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The plan ________, what is to be done now is how to carry it out.","been made_|_has been made    _|_having been made _|_having been making,2","这里是现在分词独立主格结构，且分词所表示动作在谓语动词之前发生，所以要用现在分词的完成时态。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","There are few electronic applications _______ to raise fears regarding future employment opportunities than robots.","likely _|_more likely_|_most likely _|_much likely,1","本句为一完整的there be句型, 空处后是不定式短语做定语修饰electronic application，than表示更高级比较。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","She was the first woman elected to a full term in the United States Senate ________ her husband in either the Senate or the House of Representatives.","who succeeded _|_who was succeeded   _|_who did not succeed   _|_she didn't succeed,2","who在定语从句中做主语，指代先行词the first woman。句中出现either...or...，表示定语从句需要用动词的否定形式。succeed在句中意为“继承，继任”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Written in a hurry, ________.","he made many mistakes in the paper _|_there were a lot of mistakes in the paper
_|_we found plenty of errors in her paper _|_the paper was full of errors,3","过去分词做原因状语，其逻辑主语通常就是句子的主语，这里过去分词written的逻辑主语为paper。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","______ his opinions are worth considering, the committee finds it unwise to place too much importance on them. ","As_|_Since_|_Provided_|_While,3","while表示转折；provided一般引导条件状语从句，相当于if。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The Minister of Finance is believed ______ of imposing new taxes to raise extra revenue.","that he is thinking_|_to be thinking    _|_that he is to think_|_to think,1","动词不定式用现在进行时to be thinking 表示动作正在进行，与谓语动词表示的动作同时发生。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Unfortunately, it was after two o'clock in the morning ________ he arrived at a solution.","when_|_that_|_after _|_until,1","强调句型 ""It is / was...that...""。 如强调的主语是人，且为句子的主语时，that可用who。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He ________ unwisely, but he was at least trying to do something helpful.","may have acted_|_must have acted   _|_should act_|_would act,0","may / might / must have done 表示从现在的角度对过去情况进行推测。might表示的可能性最小，may的可能性较大，must（一定是）表示的可能性最大，几乎可以肯定。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Please let us have more time, ________?","shall we_|_will you    _|_shall not we _|_won't you,1","主句中出现let us引导的祈使句时，附加疑问句应使用will you形式。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Even as a girl, ________ to be her life, and theater audiences were to be her best teachers.","performing by Melissa were_|_it was known that Melissa's performances were_|_knowing that Melissa's performances were   _|_Melissa knew that performing was,3","本句空处所缺的是主句的主语和谓语部分，主句的主语应该是人。本句中出现并列连词and，其后的结构应该与前面的结构平行。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Look at the terrible situation I am in! If only I _______ your advice.","follow_|_would follow   _|_had followed_|_have followed,2","if only引导的状语从句用虚拟语气。表示从句动作与主句动作同时发生时，从句用一般过去时；表示从句动作先于主句动作发生时，从句用过去完成时。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He narrowly escaped ________.","to drown_|_to be drowned   _|_being drowned_|_having been drowned,2","escape后接动名词做宾语。根据句意，其后的动名词须用一般时的被动态。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The government has decided to reduce a(n) ________ on all imports.","fee _|_charge_|_tariff_|_expenditure,2","tariff意为“关税”； fee意为“服务费，学费”；charge意为“价格，费用”；expenditure意为“支出，花费”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He has ________ a bad reputation. ","required    _|_enquired    _|_acquired _|_inquired,2","acquire意为“获得，得到”；require意为“要求”；enquire和inquire表示“打听，询问”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","You had better ________ me about the reason for your dismissal.","level off    _|_level at    _|_level with    _|_level up ,2","level with意为“对……说实话”；level off意为“飞机水平飞行；达到平衡”；level at意为“瞄准，对准”； level up意为“达到……水平”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","All the characters in the story are ________ and cannot be found in real life.","imaginary_|_imagery _|_imaginative _|_imaginable,0","imaginary意为“想象中的，虚构的”；imagery是名词，意为“雕像或形象化的描述”； imaginative意为“有想象力的""； imaginable意为“可以想象得到的”。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Human facial expressions differ from those of animals in the degree to which they can be ________ controlled and modified.","sufficiently _|_absolutely _|_conceivably _|_deliberately,3","deliberately意为“故意地”；sufficiently意为“充分地”； absolutely意为“绝对地”； conceivably意为“可以想象地可以相信地”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This little boy has a particular ________ for ice-cream. Whenever he sees it, he will enjoy it to his heart's content.","liking_|_like_|_likable _|_likely,0","固定短语have a liking for sth意为“喜爱某事物”。like为动词，likable意为“可爱的，讨人喜欢的”；likely意为“预期的，可能的”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I was deeply impressed by the hostess' ________ and enjoyed the dinner party very much.","hostility_|_hospitality_|_indignation _|_humanity,1","hospitality意为“殷情，好客”；hostility意为“敌意”； indignation意为“愤慨，义愤”；humanity意为“人道，仁慈”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题"," His tastes and habits ________ with those of his wife.","combine    _|_coincide _|_compete  _|_compromise,1","coincide意为“想法、观点等一致”，combine意为“把……结合起来”； compete意为“与……竞争”；compromise意为“妥协，折衷”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Usually there is a ________ increase in the amount of mail during the Christmas season.","subsequent _|_subtle_|_substantial_|_superficial,2","substantial意为“大量的，多的”；subsequent意为“随后的，后来的”； subtle意为“细微的”； superficial意为“表面的，肤浅的”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","If you don't put the cheese in the refrigerator, it may ________.","go at_|_go off_|_go on _|_go back,1","go off意为“变质；变坏”； go at意为“扑向；着手干”；go on意为“继续，持续”；go back意为“回顾，走下坡路”。","0","0","2"
